Imported from s-asymmetric-typeE-17x21L130-sample00.h5 hdf Network
  4590.444275 5744.471436 4942.891113 box dimensions in microns
  30 30 15 number of tissue points in x,y,z directions
  1000.000000 outer bound distance (100. in test case)
  55.000000 max. segment length.  (5. in test case)
  3 nodsegm, max. allowed number of segments per node
  352 total number of segments
name	type	from	to	diam		flow		HD
2899 1390.000000 3251.666016 2642.168335
2900 1390.000000 3326.721436 2536.023804
2901 1715.000000 1037.527767 2111.445557
2902 1845.000000 3364.249268 2960.602051
2903 675.000000 1112.583305 1368.433655
2904 3210.000000 3326.721436 2854.457397
2905 1260.000000 1075.055534 2536.023804
2906 2365.000000 2613.693970 1156.144554
2907 610.000000 1675.499817 2323.734619
2908 1195.000000 2613.693970 1474.578217
2909 2625.000000 2538.638428 1262.289108
2910 3145.000000 1262.694366 1156.144554
2911 1000.000000 2726.277222 2111.445557
2912 1845.000000 3664.471436 2536.023804
2913 1065.000000 1037.527767 1156.144554
2914 1260.000000 2275.943970 2111.445557
2915 935.000000 1337.749908 2642.168335
2916 1845.000000 1938.194092 1156.144554
2917 2040.000000 3401.777100 2429.879272
2918 1390.000000 3251.666016 2323.734619
2919 2755.000000 1337.749908 2323.734619
2920 870.000000 2801.332886 1686.867310
2921 3275.000000 2763.805054 1580.722778
2922 870.000000 2726.277222 1793.011902
2923 2560.000000 1450.333221 1686.867310
2924 675.000000 1187.638824 1262.289108
2925 2495.000000 1487.860962 1793.011902
2926 3275.000000 3289.193848 2429.879272
2927 3145.000000 1713.027588 1474.578217
2928 3340.000000 3326.721436 2536.023804
2929 1975.000000 2988.971558 2217.590088
2930 675.000000 2238.416382 2005.301025
2931 1065.000000 1487.860962 2111.445557
2932 2885.000000 1863.138611 2217.590088
2933 1780.000000 2876.388184 1899.156433
2934 2365.000000 1487.860962 3066.746582
2935 2820.000000 1450.333221 2642.168335
2936 2755.000000 1337.749908 2642.168335
2937 1780.000000 3626.943604 1156.144554
2938 1585.000000 2838.860596 1156.144554
2939 1650.000000 2801.332886 1050.000000
2940 3015.000000 1262.694366 2111.445557
2941 1910.000000 3026.499390 1368.433655
2942 1260.000000 1075.055534 1899.156433
2943 1325.000000 1487.860962 1793.011902
2944 545.000000 1863.138611 2536.023804
2945 1065.000000 2838.860596 2111.445557
2946 1975.000000 3664.471436 2536.023804
2947 3340.000000 2801.332886 1368.433655
2948 2950.000000 1300.222137 1899.156433
2949 2040.000000 1450.333221 2005.301025
2950 1975.000000 1187.638824 1899.156433
2951 2820.000000 3401.777100 1156.144554
2952 1845.000000 1938.194092 2748.312866
2953 2300.000000 3101.554932 2217.590088
2954 1065.000000 3289.193848 2429.879272
2955 2560.000000 1900.666443 1368.433655
2956 2950.000000 2200.888550 1899.156433
2957 2820.000000 1975.721924 1262.289108
2958 2755.000000 1863.138611 1262.289108
2959 1260.000000 2350.999634 2005.301025
2960 935.000000 1412.805420 2536.023804
2961 1975.000000 3289.193848 2429.879272
2962 740.000000 1225.166611 2323.734619
2963 1975.000000 3214.138184 3172.891113
2964 1130.000000 3176.610352 1156.144554
2965 3210.000000 2651.221680 3172.891113
2966 3405.000000 3214.138184 2536.023804
2967 1195.000000 1037.527767 2111.445557
2968 3080.000000 1750.555298 1580.722778
2969 1975.000000 2838.860596 1156.144554
2970 675.000000 1637.971985 1580.722778
2971 2040.000000 2726.277222 1156.144554
2972 1845.000000 1788.083130 2960.602051
2973 2755.000000 3514.360352 2429.879272
2974 3080.000000 2200.888550 1899.156433
2975 2430.000000 1225.166611 2960.602051
2976 1780.000000 1150.111069 2111.445557
2977 2560.000000 1975.721924 1580.722778
2978 1130.000000 1075.055534 2217.590088
2979 1975.000000 1788.083130 2960.602051
2980 1650.000000 3176.610352 3066.746582
2981 675.000000 1637.971985 1899.156433
2982 675.000000 1863.138611 3172.891113
2983 1390.000000 3326.721436 2854.457397
2984 2820.000000 1900.666443 2323.734619
2985 1390.000000 3251.666016 2960.602051
2986 1910.000000 3326.721436 3172.891113
2987 610.000000 1900.666443 2642.168335
2988 1715.000000 1938.194092 2748.312866
2989 2560.000000 1975.721924 1262.289108
2990 1065.000000 2763.805054 2217.590088
2991 2560.000000 1225.166611 2960.602051
2992 805.000000 2088.305176 1262.289108
2993 1260.000000 3176.610352 1156.144554
2994 1390.000000 1600.444275 1793.011902
2995 740.000000 1225.166611 1368.433655
2996 2755.000000 1938.194092 2429.879272
2997 1650.000000 2876.388184 3172.891113
2998 3145.000000 2313.471802 2536.023804
2999 3275.000000 3364.249268 2005.301025
3000 1910.000000 1525.388733 1580.722778
3001 740.000000 2050.777466 1156.144554
3002 675.000000 1562.916504 2005.301025
3003 3080.000000 1300.222137 1899.156433
3004 805.000000 1412.805420 2854.457397
3005 1195.000000 3064.027100 2429.879272
3006 805.000000 3139.082764 1368.433655
3007 870.000000 2125.833008 1050.000000
3008 935.000000 2013.249695 1050.000000
3009 740.000000 2125.833008 1050.000000
3010 2365.000000 1637.971985 3172.891113
3011 1975.000000 1637.971985 1262.289108
3012 870.000000 1375.277649 2748.312866
3013 2625.000000 3514.360352 2429.879272
3014 2690.000000 1150.111069 2429.879272
3015 2560.000000 1150.111069 2429.879272
3016 3145.000000 2763.805054 2854.457397
3017 2820.000000 2801.332886 1050.000000
3018 1910.000000 2050.777466 2748.312866
3019 3340.000000 2726.277222 3066.746582
3020 870.000000 1075.055534 2217.590088
3021 1780.000000 1075.055534 2536.023804
3022 3405.000000 1637.971985 3172.891113
3023 2625.000000 1562.916504 1050.000000
3024 2690.000000 1450.333221 1050.000000
3025 2495.000000 1562.916504 1050.000000
3026 1910.000000 1975.721924 2217.590088
3027 870.000000 2951.443848 2429.879272
3028 3340.000000 2726.277222 1793.011902
3029 1910.000000 2275.943970 2111.445557
3030 2430.000000 3176.610352 3066.746582
3031 3470.000000 2726.277222 3066.746582
3032 2365.000000 3289.193848 3066.746582
3033 3015.000000 3289.193848 1793.011902
3034 3080.000000 3251.666016 1686.867310
3035 805.000000 1337.749908 2323.734619
3036 1780.000000 2576.166260 2005.301025
3037 1325.000000 3139.082764 1686.867310
3038 3340.000000 1075.055534 1899.156433
3039 1715.000000 2688.749512 1368.433655
3040 1780.000000 2876.388184 1580.722778
3041 3340.000000 3401.777100 2111.445557
3042 2040.000000 1150.111069 2111.445557
3043 2040.000000 1225.166611 2005.301025
3044 2820.000000 1975.721924 1899.156433
3045 1260.000000 1750.555298 2217.590088
3046 935.000000 1788.083130 1686.867310
3047 2885.000000 1938.194092 1474.578217
3048 2625.000000 2388.527344 3066.746582
3049 2170.000000 1450.333221 2005.301025
3050 1000.000000 1525.388733 2536.023804
3051 2690.000000 2125.833008 1368.433655
3052 2040.000000 1075.055534 2217.590088
3053 2300.000000 1975.721924 1262.289108
3054 2495.000000 2013.249695 1368.433655
3055 1910.000000 2350.999634 2323.734619
3056 1585.000000 1713.027588 1156.144554
3057 2755.000000 2388.527344 1474.578217
3058 2755.000000 2463.582886 1368.433655
3059 2755.000000 2313.471802 1580.722778
3060 2950.000000 2801.332886 1050.000000
3061 2755.000000 1863.138611 2854.457397
3062 3275.000000 1487.860962 2111.445557
3063 1650.000000 1750.555298 3172.891113
3064 3405.000000 1487.860962 2111.445557
3065 3080.000000 2426.055176 2217.590088
3066 870.000000 3476.832764 1368.433655
3067 3405.000000 1037.527767 1793.011902
3068 2235.000000 1037.527767 1793.011902
3069 3405.000000 3289.193848 1793.011902
3070 3340.000000 1375.277649 3066.746582
3071 1650.000000 2801.332886 1368.433655
3072 3470.000000 2801.332886 1686.867310
3073 2430.000000 2876.388184 1262.289108
3074 870.000000 2200.888550 1580.722778
3075 2495.000000 2463.582886 1368.433655
3076 3080.000000 3401.777100 1156.144554
3077 3145.000000 3439.304688 1262.289108
3078 1390.000000 3101.554932 1580.722778
3079 1585.000000 2313.471802 3172.891113
3080 3145.000000 1788.083130 2323.734619
3081 1065.000000 3064.027100 1156.144554
3082 1910.000000 1150.111069 1793.011902
3083 3405.000000 1262.694366 1156.144554
3084 870.000000 2125.833008 1686.867310
3085 2040.000000 1900.666443 1686.867310
3086 2625.000000 2838.860596 1156.144554
3087 1715.000000 2763.805054 1580.722778
3088 2560.000000 2726.277222 1156.144554
3089 2235.000000 3214.138184 1899.156433
3090 1520.000000 1525.388733 2217.590088
3091 3080.000000 2426.055176 2536.023804
3092 1000.000000 1450.333221 2642.168335
3093 1975.000000 2613.693970 1156.144554
3094 2625.000000 1788.083130 1686.867310
3095 2625.000000 1863.138611 1580.722778
3096 2560.000000 1825.610840 1793.011902
3097 2105.000000 3514.360352 1474.578217
3098 1715.000000 1637.971985 3172.891113
3099 3210.000000 1300.222137 3172.891113
3100 2170.000000 3326.721436 2536.023804
3101 2105.000000 3289.193848 2429.879272
3102 3145.000000 2763.805054 1262.289108
3103 3340.000000 3101.554932 2536.023804
3104 3275.000000 1412.805420 1580.722778
3105 2300.000000 2501.110596 1156.144554
3106 1195.000000 2463.582886 2005.301025
3107 1065.000000 2163.360718 1156.144554
3108 3080.000000 3476.832764 2642.168335
3109 3015.000000 3439.304688 2536.023804
3110 1000.000000 1600.444275 2111.445557
3111 1130.000000 2501.110596 2111.445557
3112 3080.000000 2951.443848 1156.144554
3113 3405.000000 1412.805420 1580.722778
3114 3275.000000 1487.860962 1156.144554
3115 1260.000000 1375.277649 2111.445557
3116 675.000000 2838.860596 1793.011902
3117 1975.000000 2013.249695 1686.867310
3118 870.000000 3551.887939 1262.289108
3119 1325.000000 1938.194092 1156.144554
3120 1780.000000 1075.055534 2854.457397
3121 2105.000000 1187.638824 1899.156433
3122 2430.000000 1900.666443 1368.433655
3123 2300.000000 1075.055534 2854.457397
3124 2235.000000 1863.138611 1262.289108
3125 3015.000000 2763.805054 1262.289108
3126 1260.000000 2876.388184 1262.289108
3127 3015.000000 3364.249268 2642.168335
3128 2755.000000 1187.638824 3172.891113
3129 2950.000000 3401.777100 2748.312866
3130 1195.000000 2763.805054 1580.722778
3131 1910.000000 2200.888550 1580.722778
3132 2430.000000 1375.277649 3066.746582
3133 675.000000 2313.471802 2854.457397
3134 1975.000000 2313.471802 2217.590088
3135 675.000000 2238.416382 2960.602051
3136 870.000000 2726.277222 2111.445557
3137 805.000000 2688.749512 2005.301025
3138 805.000000 3514.360352 1156.144554
3139 2430.000000 3476.832764 2005.301025
3140 1910.000000 1075.055534 1899.156433
3141 2495.000000 3514.360352 2111.445557
3142 2495.000000 2688.749512 1050.000000
3143 2430.000000 2576.166260 1050.000000
3144 3015.000000 2463.582886 2642.168335
3145 1325.000000 2988.971558 1262.289108
3146 3015.000000 3439.304688 2854.457397
3147 2170.000000 2125.833008 2005.301025
3148 870.000000 3401.777100 1156.144554
3149 3340.000000 2050.777466 3066.746582
3150 610.000000 2125.833008 1686.867310
3151 1130.000000 3176.610352 2429.879272
3152 1520.000000 2426.055176 1899.156433
3153 675.000000 2388.527344 2111.445557
3154 610.000000 2275.943970 2111.445557
3155 2040.000000 2125.833008 2005.301025
3156 2495.000000 3364.249268 2323.734619
3157 1650.000000 1000.000000 2642.168335
3158 1650.000000 3176.610352 2429.879272
3159 1715.000000 1037.527767 2748.312866
3160 3340.000000 2275.943970 2429.879272
3161 740.000000 1900.666443 1686.867310
3162 2885.000000 3364.249268 2642.168335
3163 870.000000 1900.666443 1686.867310
3164 2820.000000 1900.666443 1050.000000
3165 1260.000000 1150.111069 1156.144554
3166 1780.000000 3476.832764 2323.734619
3167 3405.000000 3514.360352 3066.746582
3168 805.000000 1788.083130 1686.867310
3169 3015.000000 3589.416016 2323.734619
3170 740.000000 1975.721924 1580.722778
3171 1325.000000 3364.249268 2323.734619
3172 2950.000000 3626.943604 2429.879272
3173 675.000000 1112.583305 2005.301025
3174 2040.000000 3551.887939 2854.457397
3175 1715.000000 3589.416016 2323.734619
3176 2820.000000 2050.777466 1474.578217
3177 1910.000000 2125.833008 1686.867310
3178 2300.000000 1150.111069 1793.011902
3179 3210.000000 2275.943970 2429.879272
3180 3340.000000 2125.833008 2960.602051
3181 2040.000000 1075.055534 1899.156433
3182 2170.000000 1075.055534 1580.722778
3183 740.000000 3176.610352 2111.445557
3184 740.000000 3251.666016 2005.301025
3185 1195.000000 1562.916504 2323.734619
3186 3145.000000 1788.083130 2960.602051
3187 2040.000000 3551.887939 1262.289108
3188 3145.000000 1713.027588 3066.746582
3189 2885.000000 1938.194092 1156.144554
3190 1130.000000 2651.221680 2217.590088
3191 1455.000000 2763.805054 1580.722778
3192 2560.000000 2501.110596 1474.578217
3193 2040.000000 3026.499390 1368.433655
3194 3405.000000 2838.860596 1793.011902
3195 3015.000000 3364.249268 1050.000000
3196 1975.000000 1112.583305 2642.168335
3197 870.000000 1225.166611 2960.602051
3198 935.000000 3439.304688 1262.289108
3199 740.000000 3101.554932 1580.722778
3200 805.000000 2988.971558 1580.722778
3201 2105.000000 1112.583305 1686.867310
3202 1585.000000 3214.138184 2536.023804
3203 1390.000000 2951.443848 1793.011902
3204 1455.000000 2838.860596 1793.011902
3205 610.000000 1150.111069 1156.144554
3206 2755.000000 2238.416382 2960.602051
3207 1780.000000 1750.555298 2854.457397
3208 2755.000000 2163.360718 3066.746582
3209 1065.000000 3664.471436 2217.590088
3210 1390.000000 3476.832764 2323.734619
3211 1845.000000 1187.638824 2854.457397
3212 2235.000000 3664.471436 1580.722778
3213 2365.000000 1037.527767 2111.445557
3214 3080.000000 1150.111069 3066.746582
3215 1000.000000 2050.777466 2748.312866
3216 3080.000000 2951.443848 2429.879272
3217 2300.000000 1000.000000 2005.301025
3218 2755.000000 3064.027100 1156.144554
3219 2820.000000 2951.443848 1156.144554
3220 935.000000 3364.249268 2960.602051
3221 1260.000000 2876.388184 2217.590088
3222 545.000000 2088.305176 1899.156433
3223 1910.000000 2350.999634 2005.301025
3224 3405.000000 2613.693970 1793.011902
3225 3015.000000 3139.082764 1686.867310
3226 2430.000000 3626.943604 1156.144554
3227 3015.000000 3064.027100 1793.011902
3228 2820.000000 1075.055534 2854.457397
3229 1845.000000 2688.749512 2960.602051
3230 3275.000000 3064.027100 2111.445557
3231 675.000000 2313.471802 3172.891113
3232 740.000000 2200.888550 3172.891113
3233 2950.000000 1150.111069 3066.746582
3234 3405.000000 3064.027100 2111.445557
3235 1195.000000 2463.582886 1686.867310
3236 2690.000000 2050.777466 1156.144554
3237 805.000000 3364.249268 1686.867310
3238 2690.000000 1975.721924 1262.289108
3239 1975.000000 2313.471802 1899.156433
3240 2170.000000 1975.721924 1899.156433
3241 2105.000000 3439.304688 1580.722778
3242 1455.000000 1337.749908 2642.168335
3243 1455.000000 3139.082764 2960.602051
3244 1520.000000 1225.166611 2642.168335
3245 1845.000000 2613.693970 3066.746582
3246 1845.000000 2388.527344 2429.879272
3247 1260.000000 2651.221680 1262.289108
3248 3145.000000 1112.583305 2960.602051
3249 2300.000000 1075.055534 2217.590088
3250 2625.000000 1037.527767 2748.312866
3251 1910.000000 2350.999634 1368.433655
3252 1325.000000 1487.860962 2111.445557
3253 2170.000000 2801.332886 1050.000000
3254 2690.000000 1300.222137 1580.722778
3255 935.000000 2688.749512 1368.433655
3256 3275.000000 1562.916504 2642.168335
3257 2755.000000 3514.360352 1156.144554
3258 3340.000000 1600.444275 1474.578217
3259 3145.000000 1037.527767 2748.312866
3260 3210.000000 1300.222137 2536.023804
3261 740.000000 1600.444275 3066.746582
3262 3210.000000 1225.166611 2642.168335
3263 3275.000000 2913.916138 1368.433655
3264 1650.000000 1975.721924 2854.457397
3265 1845.000000 3364.249268 1050.000000
3266 1260.000000 2200.888550 1262.289108
3267 1325.000000 2163.360718 1156.144554
3268 3080.000000 1075.055534 2854.457397
3269 610.000000 1825.610840 1474.578217
3270 1715.000000 2913.916138 1050.000000
3271 1975.000000 2013.249695 2005.301025
3272 805.000000 3364.249268 1368.433655
3273 1065.000000 2688.749512 1686.867310
3274 870.000000 3401.777100 1474.578217
3275 1780.000000 3401.777100 1156.144554
3276 1130.000000 1525.388733 1580.722778
3277 1780.000000 2275.943970 2429.879272
3278 3080.000000 3476.832764 1050.000000
3279 870.000000 1600.444275 3066.746582
3280 2820.000000 1825.610840 2748.312866
3281 2885.000000 2388.527344 1793.011902
3282 1715.000000 3289.193848 2429.879272
3283 2235.000000 2613.693970 3066.746582
3284 675.000000 1112.583305 1686.867310
3285 805.000000 1262.694366 2748.312866
3286 3405.000000 3214.138184 1580.722778
3287 3470.000000 3101.554932 1580.722778
3288 870.000000 1825.610840 2748.312866
3289 1585.000000 3589.416016 2005.301025
3290 1130.000000 2726.277222 1793.011902
3291 1650.000000 3476.832764 2960.602051
3292 1715.000000 1938.194092 2111.445557
3293 1975.000000 3064.027100 2111.445557
3294 805.000000 1412.805420 3172.891113
3295 1780.000000 1975.721924 2854.457397
3296 3275.000000 2013.249695 1050.000000
3297 1520.000000 2050.777466 3066.746582
3298 870.000000 1225.166611 2642.168335
3299 1455.000000 2163.360718 3066.746582
3300 2690.000000 2125.833008 1686.867310
3301 2820.000000 1225.166611 2323.734619
3302 1520.000000 1675.499817 1050.000000
3303 2690.000000 1225.166611 2323.734619
3304 2105.000000 1938.194092 1793.011902
3305 3340.000000 2125.833008 1050.000000
3306 2625.000000 2163.360718 2748.312866
3307 610.000000 2726.277222 2748.312866
3308 2495.000000 1187.638824 1580.722778
3309 2365.000000 2988.971558 1580.722778
3310 1520.000000 1975.721924 2217.590088
3311 1910.000000 3551.887939 3172.891113
3312 2365.000000 3664.471436 1262.289108
3313 1585.000000 3139.082764 2323.734619
3314 2950.000000 3476.832764 1050.000000
3315 3405.000000 2913.916138 1686.867310
3316 2365.000000 2913.916138 2005.301025
3317 1260.000000 1075.055534 3172.891113
3318 1390.000000 3626.943604 1474.578217
3319 3470.000000 1975.721924 2854.457397
3320 610.000000 2200.888550 1899.156433
3321 675.000000 2538.638428 3172.891113
3322 3405.000000 2763.805054 2854.457397
3323 1520.000000 2350.999634 2323.734619
3324 3340.000000 1150.111069 2111.445557
3325 2235.000000 2688.749512 1050.000000
3326 3210.000000 1075.055534 2536.023804
3327 1585.000000 1562.916504 1050.000000
3328 805.000000 1037.527767 1793.011902
3329 1455.000000 2763.805054 1262.289108
3330 2560.000000 1150.111069 1474.578217
3331 1260.000000 1000.000000 2960.602051
3332 3340.000000 2200.888550 3172.891113
3333 870.000000 3026.499390 1686.867310
3334 2300.000000 3251.666016 2005.301025
3335 675.000000 1788.083130 1368.433655
3336 1975.000000 1863.138611 3172.891113
3337 1910.000000 1750.555298 3172.891113
3338 3340.000000 2651.221680 1899.156433
3339 2690.000000 1225.166611 2005.301025
3340 2560.000000 1225.166611 2005.301025
3341 805.000000 1187.638824 1580.722778
3342 3405.000000 3364.249268 2005.301025
3343 1520.000000 2426.055176 2217.590088
3344 805.000000 2988.971558 1899.156433
3345 740.000000 2876.388184 1899.156433
3346 3145.000000 1562.916504 1368.433655
3347 3470.000000 1150.111069 2429.879272
3348 2235.000000 3589.416016 2960.602051
3349 740.000000 1300.222137 3172.891113
3350 805.000000 1788.083130 2642.168335
3351 3080.000000 1300.222137 2217.590088
3352 2430.000000 1225.166611 1686.867310
3353 1975.000000 2913.916138 1686.867310
3354 1910.000000 1150.111069 2748.312866
3355 3080.000000 2200.888550 1580.722778
3356 2235.000000 1112.583305 2005.301025
3357 805.000000 1262.694366 1474.578217
3358 1390.000000 1300.222137 2536.023804
3359 3080.000000 1375.277649 2111.445557
3360 3080.000000 1525.388733 1262.289108
3361 2105.000000 3364.249268 1686.867310
3362 1520.000000 2801.332886 1686.867310
3363 675.000000 2163.360718 2748.312866
3364 1585.000000 2913.916138 1686.867310
3365 2365.000000 3064.027100 1474.578217
3366 805.000000 1187.638824 2536.023804
3367 1650.000000 1900.666443 1050.000000
3368 1000.000000 3401.777100 2429.879272
3369 2690.000000 3026.499390 2960.602051
3370 1715.000000 1938.194092 1156.144554
3371 3145.000000 1187.638824 2217.590088
3372 2755.000000 2163.360718 2748.312866
3373 1260.000000 1150.111069 3066.746582
3374 1845.000000 3439.304688 1899.156433
3375 610.000000 1825.610840 2748.312866
3376 740.000000 2200.888550 1580.722778
3377 1650.000000 3326.721436 2536.023804
3378 1065.000000 2613.693970 2429.879272
3379 1845.000000 2688.749512 1050.000000
3380 1585.000000 1037.527767 2748.312866
3381 610.000000 1825.610840 2429.879272
3382 870.000000 2501.110596 2429.879272
3383 935.000000 2388.527344 2429.879272
3384 2755.000000 1037.527767 2748.312866
3385 1780.000000 3626.943604 1793.011902
3386 1845.000000 2613.693970 1156.144554
3387 2625.000000 3064.027100 3066.746582
3388 1390.000000 3626.943604 1793.011902
3389 1455.000000 3589.416016 1686.867310
3390 1585.000000 1788.083130 1050.000000
3391 2235.000000 1637.971985 1580.722778
3392 2365.000000 1938.194092 3066.746582
3393 935.000000 2163.360718 1474.578217
3394 1845.000000 3589.416016 1686.867310
3395 2820.000000 2275.943970 2429.879272
3396 610.000000 1900.666443 1686.867310
3397 2560.000000 2876.388184 1899.156433
3398 1065.000000 2688.749512 2323.734619
3399 2495.000000 1187.638824 3172.891113
3400 1260.000000 3626.943604 3066.746582
3401 3470.000000 1675.499817 2323.734619
3402 2950.000000 1075.055534 1262.289108
3403 675.000000 2838.860596 2429.879272
3404 1455.000000 3289.193848 2111.445557
3405 2495.000000 2913.916138 2005.301025
3406 1585.000000 3289.193848 2429.879272
3407 3405.000000 1788.083130 2323.734619
3408 1650.000000 3401.777100 2429.879272
3409 1780.000000 1900.666443 2323.734619
3410 2885.000000 1037.527767 1156.144554
3411 1715.000000 1863.138611 2217.590088
3412 3405.000000 2238.416382 2642.168335
3413 3340.000000 2125.833008 2642.168335
3414 1000.000000 2125.833008 2323.734619
3415 805.000000 3139.082764 1686.867310
3416 3275.000000 2838.860596 2748.312866
3417 1260.000000 1150.111069 2111.445557
3418 1715.000000 1262.694366 2748.312866
3419 1585.000000 3289.193848 2111.445557
3420 1325.000000 1938.194092 2111.445557
3421 2885.000000 2313.471802 1580.722778
3422 2560.000000 3626.943604 2111.445557
3423 1845.000000 3139.082764 2323.734619
3424 2105.000000 2163.360718 3066.746582
3425 870.000000 1450.333221 2642.168335
3426 2040.000000 2050.777466 3066.746582
3427 3275.000000 2388.527344 2748.312866
3428 1455.000000 2613.693970 2111.445557
3429 2040.000000 3101.554932 1580.722778
3430 2300.000000 1600.444275 3066.746582
3431 1130.000000 3251.666016 2642.168335
3432 2040.000000 3626.943604 2748.312866
3433 1650.000000 3026.499390 2960.602051
3434 2560.000000 1825.610840 3066.746582
3435 1910.000000 1075.055534 2854.457397
3436 3015.000000 1262.694366 2429.879272
3437 2625.000000 2538.638428 1580.722778
3438 2950.000000 1375.277649 2429.879272
3439 3145.000000 2088.305176 1580.722778
3440 2170.000000 1600.444275 3066.746582
3441 805.000000 2463.582886 1050.000000
3442 3340.000000 3176.610352 1156.144554
3443 1520.000000 2576.166260 2005.301025
3444 3340.000000 2801.332886 2642.168335
3445 1390.000000 1975.721924 2854.457397
3446 2885.000000 2238.416382 2323.734619
3447 3275.000000 3664.471436 1899.156433
3448 1715.000000 3214.138184 2854.457397
3449 2170.000000 2125.833008 1686.867310
3450 610.000000 2576.166260 2960.602051
3451 3275.000000 3589.416016 1368.433655
3452 1455.000000 1187.638824 2536.023804
3453 3405.000000 3589.416016 1368.433655
3454 3210.000000 3401.777100 2111.445557
3455 675.000000 1788.083130 2323.734619
3456 3275.000000 3514.360352 2111.445557
3457 935.000000 1037.527767 3066.746582
3458 2300.000000 1150.111069 2111.445557
3459 1130.000000 2426.055176 2217.590088
3460 3080.000000 1450.333221 2005.301025
3461 3080.000000 3176.610352 2429.879272
3462 1390.000000 1000.000000 2960.602051
3463 1455.000000 3214.138184 2854.457397
3464 3015.000000 1412.805420 2217.590088
3465 1195.000000 2463.582886 2323.734619
3466 2300.000000 2876.388184 1899.156433
3467 1780.000000 3251.666016 2005.301025
3468 1130.000000 2350.999634 1686.867310
3469 1455.000000 2088.305176 2854.457397
3470 2105.000000 2913.916138 1686.867310
3471 1130.000000 1075.055534 1899.156433
3472 1650.000000 3101.554932 2854.457397
3473 1780.000000 3176.610352 2111.445557
3474 2625.000000 1713.027588 3066.746582
3475 3080.000000 3026.499390 2642.168335
3476 2625.000000 1637.971985 3172.891113
3477 2300.000000 2050.777466 2111.445557
3478 935.000000 1112.583305 2005.301025
3479 2235.000000 2163.360718 2111.445557
3480 935.000000 2013.249695 2323.734619
3481 610.000000 2576.166260 2323.734619
3482 1650.000000 2951.443848 3066.746582
3483 3210.000000 2651.221680 1580.722778
3484 545.000000 2463.582886 2323.734619
3485 1585.000000 1187.638824 2217.590088
3486 1000.000000 3251.666016 2323.734619
3487 2495.000000 1112.583305 1368.433655
3488 1910.000000 3476.832764 2323.734619
3489 1975.000000 3364.249268 2323.734619
3490 740.000000 2576.166260 1050.000000
3491 2950.000000 1300.222137 2217.590088
3492 870.000000 1075.055534 1899.156433
3493 3405.000000 2538.638428 2536.023804
3494 740.000000 1675.499817 2005.301025
3495 3470.000000 2576.166260 2642.168335
3496 3080.000000 3251.666016 2323.734619
3497 1780.000000 2350.999634 1686.867310
3498 1650.000000 2350.999634 1686.867310
3499 2950.000000 3026.499390 2642.168335
3500 610.000000 2801.332886 1050.000000
3501 2430.000000 1075.055534 1262.289108
3502 1000.000000 3176.610352 1156.144554
3503 2170.000000 3101.554932 1580.722778
3504 1520.000000 3101.554932 2854.457397
3505 2300.000000 2726.277222 1474.578217
3506 2495.000000 2613.693970 1474.578217
3507 1390.000000 1825.610840 1156.144554
3508 935.000000 1112.583305 2960.602051
3509 1910.000000 2200.888550 1262.289108
3510 3080.000000 2426.055176 1899.156433
3511 2300.000000 2801.332886 1368.433655
3512 2625.000000 1037.527767 2111.445557
3513 610.000000 2125.833008 2642.168335
3514 545.000000 2088.305176 2536.023804
3515 610.000000 2050.777466 2748.312866
3516 3015.000000 2238.416382 2960.602051
3517 870.000000 3251.666016 1686.867310
3518 3080.000000 2275.943970 3066.746582
3519 3405.000000 3664.471436 2217.590088
3520 610.000000 3326.721436 1580.722778
3521 2690.000000 2876.388184 1899.156433
3522 1195.000000 3289.193848 1793.011902
3523 1975.000000 3364.249268 1686.867310
3524 1845.000000 2538.638428 2536.023804
3525 3275.000000 3664.471436 2217.590088
3526 1390.000000 2726.277222 1474.578217
3527 1975.000000 3064.027100 3066.746582
3528 2040.000000 2200.888550 1262.289108
3529 805.000000 3439.304688 1899.156433
3530 3145.000000 3139.082764 2005.301025
3531 1650.000000 1150.111069 2748.312866
3532 1585.000000 1262.694366 2748.312866
3533 1130.000000 1075.055534 1262.289108
3534 1130.000000 1450.333221 2323.734619
3535 2950.000000 2125.833008 1686.867310
3536 2885.000000 2013.249695 1686.867310
3537 805.000000 2988.971558 2854.457397
3538 1065.000000 3289.193848 1793.011902
3539 2885.000000 1637.971985 2854.457397
3540 2820.000000 3026.499390 2005.301025
3541 1975.000000 3289.193848 2111.445557
3542 3405.000000 1037.527767 1156.144554
3543 1585.000000 2838.860596 3066.746582
3544 2820.000000 1525.388733 2854.457397
3545 2755.000000 2838.860596 1793.011902
3546 1325.000000 2613.693970 1474.578217
3547 2560.000000 1000.000000 2005.301025
3548 2755.000000 1037.527767 2111.445557
3549 2625.000000 1187.638824 2217.590088
3550 2560.000000 1075.055534 2217.590088
3551 3340.000000 2125.833008 1368.433655
3552 870.000000 1300.222137 2217.590088
3553 1065.000000 1262.694366 2111.445557
3554 2170.000000 3251.666016 2005.301025
3555 2430.000000 3476.832764 1050.000000
3556 1195.000000 1262.694366 2111.445557
3557 3340.000000 3551.887939 2217.590088
3558 3340.000000 3626.943604 2111.445557
3559 2755.000000 1112.583305 2642.168335
3560 2820.000000 1300.222137 1262.289108
3561 1715.000000 3214.138184 1580.722778
